### PARAMETERS OF THE TIME EVOLUTION ### 
Total time tau = 50
Timestep dt = 1
P = tau/dt = 50
Number of Fourier coefficients Nc = 50

gamma(t) = t/T*(delta_t + \sum_i^Nc gamma_i*f_i(wi, t) 
beta(t) = (1-t/T)*(delta_t + \sum_i^Nc beta_i*f_i(wi, t)

CRAB coefficient   Cz_start// Cx_start// Cxz_start // pulses//  Cz_opt // Cx_opt // Cxz_opt  
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.120554313133110824e+00 7.582918463159508127e-01 2.044999266511077912e-02 2.181803806338567242e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.926529636451835614e+00 8.220094391314399784e-01 -1.447139870532454520e+00 7.774995045238556557e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.551841694462970267e-01 -1.845438671416359755e+00 -9.302705454729226497e-01 3.142471665519651403e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.343061764304854577e+00 -6.710788962948083025e+00 -3.144064180359104288e+00 1.144894449423000005e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.136187451616923694e+00 2.344515848734474162e+00 1.330421321891055220e+00 -5.794977952056160397e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.417211959380711583e+01 5.580826262957257811e+00 1.594664839747358620e+00 2.199041508668186040e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.290288665037000904e+00 -7.673985302804645636e-01 -2.066687096221885012e-01 3.491878773025188787e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.237733988033243637e+00 2.714828136340702969e+00 9.759541236167438294e-01 -3.464650659756881357e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.081796368470563152e+00 -1.543993943994265594e+00 -6.127215129890569711e-01 2.078458792701207258e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.572436934026376143e+01 2.444873492883373522e+00 1.271889002297239002e-01 4.575027658317502244e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.041629904910224447e+00 -1.892130739770888193e+00 -8.987948666501407446e-01 3.383147677723120861e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.369957471532410409e+01 4.360673789368211040e+00 2.716038672500684203e+00 -5.227783851916877111e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.489950885107507617e+00 3.312227462650173759e+00 7.327638652875212433e-02 1.934146052357323509e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.735718089014181942e+01 -6.089121247923159723e-03 -1.483849923429185480e-02 -3.853418450824543443e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.307167583060562244e+00 2.231980978154540551e+00 -1.399331914195179882e+00 8.895576668273967869e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.802060800239813521e+00 5.022823431210304834e-01 -2.431671863579016116e-02 6.717895562572775425e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.868462309647336994e+01 2.203398375279046195e-08 -2.988196402558475524e-03 5.539526046832509787e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.558671017805708203e+01 -7.620903043155851542e+00 -1.195683314630194422e-01 -1.526906400104882167e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.043176151049022948e+00 -1.881201712335873300e+00 -8.878964738076475793e-01 3.333727656625337765e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.707465188364998054e+00 1.188969990596292714e+00 3.409200209205084375e-01 -7.986968153786343505e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.422566585373822967e+00 -5.022987511823521350e-02 3.399589085625535079e-01 -2.207821218804565611e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.843955196256833795e-01 -1.634564927592876415e+00 -8.554804461671393634e-01 3.048826699486227199e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.577353977790759032e+00 -1.755900747779177928e+00 -1.262514881859090776e+00 5.241466863338649418e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.028032797234672380e+01 2.477706721613840646e+00 -6.610165152876554262e-02 1.882820528148190009e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.150275748626176764e+00 -2.955757103163313193e+00 9.126444031194376194e-01 -6.950043660076966390e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.335345583235316269e+00 1.846570387930849044e+00 3.412417399915271821e-01 -5.853375118468684413e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.024601825856980231e+00 -7.757763846940870511e-01 -5.601481808547706942e-01 2.523136792065941325e+00
