### PARAMETERS OF THE TIME EVOLUTION ### 
Total time tau = 10
Timestep dt = 1
P = tau/dt = 10
Number of Fourier coefficients Nc = 10

gamma(t) = t/T*(delta_t + \sum_i^Nc gamma_i*f_i(wi, t) 
beta(t) = (1-t/T)*(delta_t + \sum_i^Nc beta_i*f_i(wi, t)

CRAB coefficient   Cz_start// Cx_start// Cxz_start // pulses//  Cz_opt // Cx_opt // Cxz_opt  
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.018749192900930112e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.985474145318098493e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.063276978092224212e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.661155493135134975e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.376787077522704550e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.374305163487398573e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.146133400144836401e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.222507639395363910e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.216199711606076050e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.487399305803156935e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00

Amplitudes vs time: t // theta_tt_old // theta_mt_old // alpha_cdt_old// theta_tt_opt // theta_mt_opt// alpha_cdt_opt  
0.000000000000000000e+00 -2.431810953872340642e-01 1.170708937789521897e+00 1.022486864989327060e-01 -2.431810953872340642e-01 1.170708937789521897e+00 1.022486864989327060e-01
1.000000000000000000e+00 2.167328161260946295e-01 7.153831364120836200e-01 3.631468717174094474e-01 2.167328161260946295e-01 7.153831364120836200e-01 3.631468717174094474e-01
2.000000000000000000e+00 2.892544436044810485e-01 5.106743963225539584e-01 4.147597261108271205e-01 2.892544436044810485e-01 5.106743963225539584e-01 4.147597261108271205e-01
3.000000000000000000e+00 3.131773808905565226e-01 3.810621862192050679e-01 4.205162086599574245e-01 3.131773808905565226e-01 3.810621862192050679e-01 4.205162086599574245e-01
4.000000000000000000e+00 3.410341716067176177e-01 3.152626606587969338e-01 4.247045669782418820e-01 3.410341716067176177e-01 3.152626606587969338e-01 4.247045669782418820e-01
5.000000000000000000e+00 3.944544682172000938e-01 2.749790261884693665e-01 4.094319495169393974e-01 3.944544682172000938e-01 2.749790261884693665e-01 4.094319495169393974e-01
6.000000000000000000e+00 5.190409386042029727e-01 2.657859193988891811e-01 3.709670350941234318e-01 5.190409386042029727e-01 2.657859193988891811e-01 3.709670350941234318e-01
7.000000000000000000e+00 7.064936591430419632e-01 2.337520876526930635e-01 2.881171122669670126e-01 7.064936591430419632e-01 2.337520876526930635e-01 2.881171122669670126e-01
8.000000000000000000e+00 8.642090664015701362e-01 1.419104716604975280e-01 1.645567382492822972e-01 8.642090664015701362e-01 1.419104716604975280e-01 1.645567382492822972e-01
9.000000000000000000e+00 9.218282226014460345e-01 6.142272863956421691e-02 5.035087819203876158e-02 9.218282226014460345e-01 6.142272863956421691e-02 5.035087819203876158e-02

Residual energy after optimization is 0.014707375935388631 C0x=1.0 C0z=1.0 C0xz=1.0
Optimization procedure took 0.23777556419372559 seconds
