### PARAMETERS OF THE TIME EVOLUTION ### 
Total time tau = 54
Timestep dt = 1
P = tau/dt = 54
Number of Fourier coefficients Nc = 54

gamma(t) = t/T*(delta_t + \sum_i^Nc gamma_i*f_i(wi, t) 
beta(t) = (1-t/T)*(delta_t + \sum_i^Nc beta_i*f_i(wi, t)

CRAB coefficient   Cz_start// Cx_start// Cxz_start // pulses//  Cz_opt // Cx_opt // Cxz_opt  
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.651967802302439781e+00 1.854621449052453186e-01 7.075854538353555656e-02 -3.583035829572105146e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.144469358509938806e+00 2.034289865016126325e-03 -2.245845108719857902e-02 -6.723735974775642277e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.147485504903015985e-02 -2.943811731323403916e-02 -2.337568975801258830e-02 2.205505936942174256e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.009217553542565149e+00 6.890881356844889317e-03 -1.955266036225327200e-02 -3.370471894970646955e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.275039942734120579e+00 -5.195790088758415332e-02 -3.934021223296146549e-03 2.546408332252025550e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.109039545223859236e+01 -1.713522944041220158e-02 1.297457590974378412e-02 6.532585669879749368e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.060699049552485995e+01 2.966888439900452860e-03 -7.244908954515045553e-03 -2.845776740658923290e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.782110286797072618e+01 8.067414777175959837e-06 3.236691642813914628e-05 -5.371189419242266007e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.132609600716771858e+00 8.265009271845738872e-03 -4.112791829716067049e-02 -5.113908934582026260e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.242377288667638524e+00 -1.607057396840432320e-02 1.336213267848200027e-02 2.915816876408689959e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.499154545551284023e+00 1.895000642290887993e-02 -9.378332294460308208e-03 -2.571161297457904421e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.062585576000305565e+00 8.930482980357164202e-02 -6.668070730795283563e-02 1.666992787301420711e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.034456063619028310e+00 6.312364794441412130e-02 -1.458990561230160028e-02 -2.383887248558005240e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.497071893217813088e+00 1.645657225422391887e-02 5.833824720668463054e-02 3.226750354213894778e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.937301654394635975e+00 -3.008186726285350110e-02 4.526117056117730936e-02 4.211400900390085272e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.423326748273208153e+00 7.389282710165002814e-03 8.514053771878664356e-02 5.736515879321255063e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.030055534829347152e+01 8.205679654130558498e-02 9.147402102108193045e-02 1.750460598119805700e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.731698854963592993e+00 -4.048934390219206120e-02 -7.159750046344065533e-02 -5.257649746771493604e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.071354798897448291e+01 -3.360277251670679144e-02 -4.987587382091972221e-02 -1.323805155781483389e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.032650388503034922e-01 -2.485547936350672171e-01 -1.965192517949860829e-01 -1.352240081501447991e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.238043919348255528e+00 6.079270697249728600e-02 -9.583802217144277158e-02 -1.285120881543127223e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.153943392647863497e+00 7.124138934361918044e-03 -1.003486602312619533e-02 -1.899329544392539329e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.623314130210867567e+00 1.856277058831564131e-01 7.288330042917350038e-02 -3.909075008022144110e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.916835389486626795e+00 1.205429943016073646e-01 1.847206233246743642e-02 -8.990582877130705308e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.833740555706947717e+00 -4.657750363609987343e-02 -2.975077600503785516e-02 -7.187578620824013054e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.493013212950079982e+01 -3.089183415774951480e-03 -4.134489562598183190e-03 2.741849854950913646e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.908398391297222219e+00 3.647150439733677901e-03 -2.174528917035958506e-02 1.046911319209098065e-02
