### PARAMETERS OF THE TIME EVOLUTION ### 
Total time tau = 75
Timestep dt = 1
P = tau/dt = 75
Number of Fourier coefficients Nc = 75

gamma(t) = t/T*(delta_t + \sum_i^Nc gamma_i*f_i(wi, t) 
beta(t) = (1-t/T)*(delta_t + \sum_i^Nc beta_i*f_i(wi, t)

CRAB coefficient   Cz_start// Cx_start// Cxz_start // pulses//  Cz_opt // Cx_opt // Cxz_opt  
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.737164832153092675e+01 -2.261102668798724988e-05 5.785244746471448803e-06 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.833785545914766146e+01 8.927752236345000815e-04 -4.659175414523497442e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.624114845253618356e+01 -2.395865358102643672e+00 -8.775541735122894593e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.575631257998816537e+00 -4.236464194895594559e+00 -1.652321403491878726e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.801700247001793542e+01 -5.882567932556911038e-03 4.620586899840213937e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.244852848068354234e+01 3.090035677109770895e-01 4.726145639837636914e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.751708860395910250e+01 2.929549731166448123e-01 9.298780688154959506e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.438284577179206991e+01 1.613460897877811427e-04 -2.596341405240241811e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.967941179798621221e+01 -1.208151674842658236e-04 -4.504096836292298075e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.442586685369770194e+00 4.178702550185850129e+00 1.605739684350365337e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.813544911171648621e+00 2.196078188650244289e+00 7.913820627538617813e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.726221907657558674e+00 3.202836660527131341e-01 -1.428450256511097083e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.511946869226738244e+01 -3.936393645205877312e-01 -7.028314727127626949e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.871191281129532769e+01 1.040833967833887819e+00 -2.398031228311888197e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.239424243258821434e+01 3.456577252643467356e-05 5.150441640453905581e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.203423298637406802e+01 2.897475994241152132e-03 -1.207513864884041555e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.074076620911836244e+01 -4.315108677353686820e-03 3.620603800820695797e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.920293679999596037e+01 3.286392061927727662e-03 -3.335152849246277116e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.778432632787442103e+01 -4.355535381679427887e-01 -1.387655262936868139e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.288128975181745872e+01 -1.277670461892570719e+00 -9.818986063019604416e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.952655032620221220e+01 -3.972576001228393487e-03 4.015885128682076567e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.059248127565250108e+00 1.839471274262235001e+00 1.093690841213765808e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.390117767876631660e+01 -4.064661547984609497e-05 9.184629713116289908e-08 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.856273135076820680e+01 1.424819599967085626e+00 5.569805327482218793e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.020858938970843610e+01 2.082803894655907775e-02 -1.490097157556958922e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.939771313516249052e+01 6.929832199931388326e-01 2.280242827491959723e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.500752995235509957e+01 1.228613442806943512e+00 3.461433769697926266e+00 0.000000000000000000e+00
