### PARAMETERS OF THE TIME EVOLUTION ### 
Total time tau = 48
Timestep dt = 1
P = tau/dt = 48
Number of Fourier coefficients Nc = 48

gamma(t) = t/T*(delta_t + \sum_i^Nc gamma_i*f_i(wi, t) 
beta(t) = (1-t/T)*(delta_t + \sum_i^Nc beta_i*f_i(wi, t)

CRAB coefficient   Cz_start// Cx_start// Cxz_start // pulses//  Cz_opt // Cx_opt // Cxz_opt  
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.922039759309896567e+00 2.446172348628410098e-02 3.960684263560947799e-02 4.780794905827616577e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.045298066257303926e-01 1.032961215487644968e-01 -1.312235511923362519e-01 -3.801232665781734826e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.734869126154465313e+00 1.491844055923175968e-02 -1.349176010555302313e-02 -5.107237260985321436e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.270782285393148969e+00 -5.923895271621760356e-02 -7.780675854613004760e-02 -1.202814014703160461e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.538137103255738047e+00 5.865777252429630467e-02 5.490453742401608939e-02 -1.202648533369230360e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.202265057798980408e+00 2.359787215323306403e-03 -7.066499928610898984e-02 -6.514117804746483165e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.773051471142607305e+00 1.113515772192405669e-02 4.085227511709458442e-02 5.877187891802417019e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.436930340290881603e+01 -8.386805884204154987e-03 -5.556725932686205384e-04 -7.978197993949028791e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.067715398236607882e+00 3.063947855987272234e-02 2.791362713559906658e-02 -5.266599098425498587e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.234035498793105212e+01 -2.934272852639357304e-02 -3.692641494432564314e-03 3.349585546036171983e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.896139681229158214e+00 2.254903653904499761e-02 4.063504828423821630e-02 1.500439705611872343e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.922001108974454198e+00 -4.914284290404829190e-03 -2.829625976413002036e-02 -2.929806367496803898e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.034127189818669468e+00 -8.027452390273269456e-03 2.418868403393303890e-02 4.894850529186618032e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.006082394834805882e+01 -9.242153861008586824e-05 -6.149675724267334646e-05 2.991307366366737961e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.890947710041847252e+00 -4.079992838608988842e-02 -3.650245109384654685e-02 6.848023443608584893e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.811487560280149012e+00 7.911777843915471231e-02 -8.034050256437579030e-02 -5.821857439395574513e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.225083531009243831e+00 -1.915854035114525041e-03 -6.740594247184961141e-02 -6.126975447551698956e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.051994206744564231e+00 -1.709736737893751551e-02 -2.848618172494305975e-02 2.697435625853260473e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.248971992970671074e+00 -5.585917449575753500e-03 2.036476638002278003e-02 9.030251898805251309e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.869115720015793070e+00 -5.344254875702374175e-02 2.176496283272474214e-02 1.556590181193870034e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.414811718415904807e+00 3.139980248335248053e-02 4.515462109960279719e-02 -1.134256377038567881e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.536693209013077599e+00 2.956477839802426968e-02 1.537289960585137838e-02 -3.583348875113219478e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.852489359514510880e+00 4.103237157453422379e-02 7.928246732378015776e-03 -1.577044397925231323e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.962525671808202143e-01 9.248184050185320748e-02 -7.400839201735683048e-02 1.458915768759606879e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.496442248489925575e+00 9.261487248004748873e-02 -3.453607105788539244e-02 1.682710551002130142e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.580856097195114884e+00 2.735350629743542317e-02 8.307443621875257311e-03 -4.238264406317814731e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.417300031196037313e+00 -2.940323784248685679e-02 -3.166509359453983236e-02 -1.591474885307688630e-02
