### PARAMETERS OF THE TIME EVOLUTION ### 
Total time tau = 27
Timestep dt = 1
P = tau/dt = 27
Number of Fourier coefficients Nc = 27

gamma(t) = t/T*(delta_t + \sum_i^Nc gamma_i*f_i(wi, t) 
beta(t) = (1-t/T)*(delta_t + \sum_i^Nc beta_i*f_i(wi, t)

CRAB coefficient   Cz_start// Cx_start// Cxz_start // pulses//  Cz_opt // Cx_opt // Cxz_opt  
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.767906965365600769e+00 6.363244367588372086e+00 -1.346613153191854906e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.317930129471480249e+00 -1.327744924884162003e+01 3.367449679573380195e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.978816439849493847e+00 -4.260934739188175335e+00 8.301233577204872205e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.907801227920384424e+00 -4.618288957217576041e+01 1.337826060081534365e+02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.663172887511831011e+00 -2.459704338942254154e+01 7.061845981257549454e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.346100792079048958e+01 -4.695181318571862994e-03 9.847988420441565471e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.419307076552663638e+00 -1.070391283405989569e+01 3.238556948632894716e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.949114558020650811e-01 -3.725803337861771780e+01 1.079691686640507982e+02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.240888637542586714e+00 -3.552012483929325892e+00 8.961420631847145657e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.659793954977524522e-01 4.026712765467861033e+01 -1.201449432373262738e+02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.306368488309794573e-01 2.535043732020180229e+01 -7.817143441988346808e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.392716961011272847e+00 2.915376538154555774e+01 -8.343353127617778853e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.558640330703669807e+00 7.039955928963629539e+00 -2.033194158091706782e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.758910825245812548e+00 9.451632075996927895e+00 -2.620568997207367445e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.858005807557333355e+00 2.192411225378860351e+01 -6.389564406072940272e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.588393394738444542e+00 6.448842849184779880e+01 -1.872905701564233141e+02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.413024690995671406e+00 2.842247545609398784e+01 -8.141027530316024752e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.549674265498963166e+01 1.537757702296204104e-04 7.630841253762108518e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.550878765769214240e+00 2.612410669365270999e-01 -2.934817398990685611e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.440066633734017998e+00 -6.119737543199136098e+01 1.760381267006137875e+02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118210208941015438e+01 -1.640912745695379329e-02 2.974489090312804410e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.229563599329383194e+00 1.749601219949882847e+01 -4.923469671641430523e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.750884152731581267e+00 8.194755723104693246e+00 -2.244331626512078515e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.859534887984427787e+00 2.206603499861961737e+01 -6.432833039024446009e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.638111376781038686e+00 -1.596129396082054441e+01 4.576999813631759650e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.144805723874971370e+00 4.524900662869692169e+00 -1.357595675341296193e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.522158409380810928e+00 -3.411171316280351107e+01 1.028156182952843380e+02 0.000000000000000000e+00

