### PARAMETERS OF THE TIME EVOLUTION ### 
Total time tau = 90
Timestep dt = 1
P = tau/dt = 90
Number of Fourier coefficients Nc = 90

gamma(t) = t/T*(delta_t + \sum_i^Nc gamma_i*f_i(wi, t) 
beta(t) = (1-t/T)*(delta_t + \sum_i^Nc beta_i*f_i(wi, t)

CRAB coefficient   Cz_start// Cx_start// Cxz_start // pulses//  Cz_opt // Cx_opt // Cxz_opt  
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.414621949847214566e+00 -4.352115692619539650e-02 -2.392009588287115373e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.764657179831374378e+00 -1.226127435929060677e-02 -4.852885314772702879e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.724576147647471025e+00 -1.411073726638594882e-03 2.376206609976083163e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.195389193889851764e+00 -5.430477220419864526e-02 -1.717661253639383295e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.380686477681594804e+00 1.222806337623052672e-02 -7.098054070540663063e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.114545680273678840e+00 5.435078012029322114e-02 -3.489178270946333149e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.001396668192702233e+00 -8.257724109248877620e-02 -1.396735281027735864e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.751424141879552365e-02 -2.182774541610244673e-02 -2.750035720739683193e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.764421451247436767e+00 9.222275743054776653e-02 -2.320537942108419349e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.482695422810123098e+01 4.887640829849457247e-02 4.169835998512408382e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.563339727639710519e+00 5.708442371665186504e-02 -4.199621284240034197e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.723431525829161148e-01 -9.210886344158827899e-02 -1.176946099907891924e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.684508775145165504e+00 2.836780016102036922e-03 -5.013879285565644994e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.290058745531609929e-01 -1.095536702872790119e-01 -1.581184026145123489e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.370183437960810657e+00 6.340305165221671486e-03 2.491780700924137171e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.531169820180062313e+00 4.985382381760852105e-02 -4.639648924041746975e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.377610415095905871e+00 1.141406734789760652e-02 -7.153766849784407023e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.416738949371370904e+00 -4.332044172776849944e-02 -1.207185258889212825e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.881732311534524804e+00 -3.118529753487903414e-02 -4.313833331175147279e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.977673316515724977e+00 2.213045434658853644e-02 -1.156818714186218233e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.765920664766529313e+00 -1.248753253349514820e-02 -4.848945396661939050e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.090085639206646917e+00 1.019303589646054914e-01 -2.415672043207253011e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.273985669172822410e+00 -1.634896164895201925e-02 -9.102463292159983232e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.587027506190166193e+00 6.216643883039218998e-02 -3.898478318039816370e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.042197100647178054e+01 -4.433569175967014275e-02 -1.880927866845793356e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.861808272692194954e+00 -1.934025345677667374e-02 1.717262921024984013e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.331344151331319559e+00 -5.004949750095449151e-02 -5.726703946580469912e-03 0.000000000000000000e+00
