### PARAMETERS OF THE TIME EVOLUTION ### 
Total time tau = 63
Timestep dt = 1
P = tau/dt = 63
Number of Fourier coefficients Nc = 63

gamma(t) = t/T*(delta_t + \sum_i^Nc gamma_i*f_i(wi, t) 
beta(t) = (1-t/T)*(delta_t + \sum_i^Nc beta_i*f_i(wi, t)

CRAB coefficient   Cz_start// Cx_start// Cxz_start // pulses//  Cz_opt // Cx_opt // Cxz_opt  
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.101974213748887266e+00 3.759418167888221168e-02 5.009699114345523424e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.838850183063025057e+00 1.573045332837373245e+00 -1.832138875994277605e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.115187295033783244e+01 -9.503583612346648835e-01 3.635415049024176781e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.808793958536499247e+01 1.740290974637572485e-01 -1.047514352017475003e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.313761517220888209e+01 -2.570968435294464616e+00 2.081801709392772981e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.491614699996171112e+01 -2.069790538870725232e-05 -3.436290190603401941e-06 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.035634127372326319e+01 -1.081340538273848489e-02 -1.291448338549643637e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.423432106912623851e+01 -5.988396876272697405e-06 7.309650386231618846e-05 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.408424735079911727e+01 1.597553952823503876e-01 -1.282634888772124782e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.134417396836428615e+00 -2.301336167086838469e-02 6.211039771702353551e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.081049875507243740e+01 4.246596557467733901e-01 -1.209352893130567042e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.486588086569081923e+01 3.036038406425880924e-04 3.335426648854545673e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.253384725124257137e+01 3.120128803563861908e+00 -4.370085873341805538e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.895619689514984429e+01 1.333225203023865788e-04 -2.891287428495529078e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.481749303713370125e+01 6.148518253213869529e-03 -3.462106089300258979e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.312811818182994728e+01 1.415519727389867422e+00 -1.972777458861571187e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.405971895298206675e+01 -6.856341383238197425e-03 4.034525898936260763e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.082463363896660269e+01 2.841100997991640657e-04 -8.792468542806611894e-05 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.648407163565091338e+01 -2.677015635739622549e-04 1.088621760472813747e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.125889936267115132e+01 1.303670284224175979e-04 -3.625572865370844022e-05 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.362253832382705454e+01 -1.540824339828431588e+00 1.244541341769584530e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.086857702250868840e+01 2.634187306314285729e-02 -7.288194242560907567e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.123848370864336488e+01 6.724888089935486812e-01 -2.652819788556790126e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.413824503587469650e+01 -8.752238306210358143e-03 1.082621470346052835e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.392636016149785405e+01 6.096155152509771758e-04 -2.194533178748661465e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.073540307687835949e+01 -1.061020053640105744e-02 1.383345371682147620e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.023052247546613103e+01 4.671562060373260494e-01 -1.794073165013876592e+00 0.000000000000000000e+00
